study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB12357	SAMEA3882511	ERX1368835	ERR1297503	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297503/ERR1297503.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297503/FAT_008-22-42-0_13s000031-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882525	ERX1368836	ERR1297504	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297504/ERR1297504.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297504/FAT_014-22-2-0_13s000125-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882530	ERX1368837	ERR1297505	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297505/ERR1297505.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297505/FAT_015-22-2-0_13s000124-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882553	ERX1368838	ERR1297506	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297506/ERR1297506.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297506/FAT_DON_11-22-0-4_13s000051-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882536	ERX1368839	ERR1297507	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297507/ERR1297507.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297507/FAT_017-22-42-0_13s000068-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882553	ERX1368840	ERR1297508	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297508/ERR1297508.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297508/FAT_DON_11-22-0-4_13s000051-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882525	ERX1368841	ERR1297509	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297509/ERR1297509.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297509/FAT_014-22-2-0_13s000125-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882539	ERX1368842	ERR1297510	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297510/ERR1297510.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297510/FAT_020-22-14-0_13s000030-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882550	ERX1368843	ERR1297511	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297511/ERR1297511.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297511/FAT_024-22-2-0_13s000056-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882541	ERX1368844	ERR1297512	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297512/ERR1297512.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297512/FAT_020-22-42-0_13s000076-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882539	ERX1368845	ERR1297513	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297513/ERR1297513.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297513/FAT_020-22-14-0_13s000030-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882532	ERX1368846	ERR1297514	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297514/ERR1297514.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297514/FAT_015-22-84-0_13s000055-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882538	ERX1368847	ERR1297515	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297515/ERR1297515.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297515/FAT_020-22-0-0_13s000115-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882511	ERX1368848	ERR1297516	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297516/ERR1297516.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297516/FAT_008-22-42-0_13s000031-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882508	ERX1368849	ERR1297517	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297517/ERR1297517.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297517/FAT_008-22-0-0_13s000074-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882549	ERX1368850	ERR1297518	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297518/ERR1297518.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297518/FAT_024-22-14-0_13s000034-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882507	ERX1368851	ERR1297519	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297519/ERR1297519.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297519/FAT_006-22-84-0_13s000120-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882556	ERX1368852	ERR1297520	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297520/ERR1297520.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297520/FAT_DON_19-22-0-0_13s000094-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882506	ERX1368853	ERR1297521	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297521/ERR1297521.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297521/FAT_006-22-42-0_13s000077-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882545	ERX1368854	ERR1297522	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297522/ERR1297522.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297522/FAT_023-22-2-0_13s000117-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882518	ERX1368855	ERR1297523	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297523/ERR1297523.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297523/FAT_012-22-0-0_13s000095-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882504	ERX1368856	ERR1297524	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297524/ERR1297524.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297524/FAT_006-22-14-0_13s000131-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882523	ERX1368857	ERR1297525	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297525/ERR1297525.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297525/FAT_014-22-0-0_13s000101-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882513	ERX1368858	ERR1297526	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297526/ERR1297526.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297526/FAT_010-22-0-0_13s000033-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882555	ERX1368859	ERR1297527	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297527/ERR1297527.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297527/FAT_DON_11-22-0-6_13s000061-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882545	ERX1368860	ERR1297528	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297528/ERR1297528.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297528/FAT_023-22-2-0_13s000117-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882548	ERX1368861	ERR1297529	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297529/ERR1297529.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297529/FAT_024-22-0-0_13s000091-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882532	ERX1368862	ERR1297530	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297530/ERR1297530.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297530/FAT_015-22-84-0_13s000055-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882537	ERX1368863	ERR1297531	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297531/ERR1297531.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297531/FAT_017-22-84-0_13s000114-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882537	ERX1368864	ERR1297532	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297532/ERR1297532.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297532/FAT_017-22-84-0_13s000114-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882516	ERX1368865	ERR1297533	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297533/ERR1297533.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297533/FAT_010-22-42-0_13s000037-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882546	ERX1368866	ERR1297534	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297534/ERR1297534.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297534/FAT_023-22-42-0_13s000085-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882504	ERX1368867	ERR1297535	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297535/ERR1297535.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297535/FAT_006-22-14-0_13s000131-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882552	ERX1368868	ERR1297536	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297536/ERR1297536.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297536/FAT_024-22-84-0_13s000113-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882530	ERX1368869	ERR1297537	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297537/ERR1297537.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297537/FAT_015-22-2-0_13s000124-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882515	ERX1368870	ERR1297538	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297538/ERR1297538.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297538/FAT_010-22-2-0_13s000032-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882552	ERX1368871	ERR1297539	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297539/ERR1297539.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297539/FAT_024-22-84-0_13s000113-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882543	ERX1368872	ERR1297540	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297540/ERR1297540.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297540/FAT_023-22-0-0_13s000047-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882520	ERX1368873	ERR1297541	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297541/ERR1297541.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297541/FAT_012-22-2-0_13s000099-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882503	ERX1368874	ERR1297542	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297542/ERR1297542.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297542/FAT_006-22-0-0_13s000090-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882547	ERX1368875	ERR1297543	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297543/ERR1297543.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297543/FAT_023-22-84-0_13s000066-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882506	ERX1368876	ERR1297544	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297544/ERR1297544.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297544/FAT_006-22-42-0_13s000077-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882533	ERX1368877	ERR1297545	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297545/ERR1297545.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297545/FAT_017-22-0-0_13s000127-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882512	ERX1368878	ERR1297546	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297546/ERR1297546.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297546/FAT_008-22-84-0_13s000075-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882526	ERX1368879	ERR1297547	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297547/ERR1297547.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297547/FAT_014-22-42-0_13s000046-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882536	ERX1368880	ERR1297548	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297548/ERR1297548.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297548/FAT_017-22-42-0_13s000068-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882551	ERX1368881	ERR1297549	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297549/ERR1297549.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297549/FAT_024-22-42-0_13s000044-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882505	ERX1368882	ERR1297550	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297550/ERR1297550.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297550/FAT_006-22-2-0_13s000071-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882540	ERX1368883	ERR1297551	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297551/ERR1297551.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297551/FAT_020-22-2-0_13s000118-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882517	ERX1368884	ERR1297552	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297552/ERR1297552.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297552/FAT_010-22-84-0_13s000053-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882529	ERX1368885	ERR1297553	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297553/ERR1297553.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297553/FAT_015-22-14-0_13s000111-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882556	ERX1368886	ERR1297554	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297554/ERR1297554.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297554/FAT_DON_19-22-0-0_13s000094-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882527	ERX1368887	ERR1297555	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297555/ERR1297555.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297555/FAT_014-22-84-0_13s000107-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882545	ERX1368888	ERR1297556	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297556/ERR1297556.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297556/FAT_023-22-2-0_13s000117-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882516	ERX1368889	ERR1297557	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297557/ERR1297557.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297557/FAT_010-22-42-0_13s000037-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882520	ERX1368890	ERR1297558	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297558/ERR1297558.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297558/FAT_012-22-2-0_13s000099-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882534	ERX1368891	ERR1297559	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297559/ERR1297559.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297559/FAT_017-22-14-0_13s000069-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882534	ERX1368892	ERR1297560	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297560/ERR1297560.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297560/FAT_017-22-14-0_13s000069-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882519	ERX1368893	ERR1297561	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297561/ERR1297561.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297561/FAT_012-22-14-0_13s000063-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882509	ERX1368894	ERR1297562	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297562/ERR1297562.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297562/FAT_008-22-14-0_13s000062-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882546	ERX1368895	ERR1297563	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297563/ERR1297563.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297563/FAT_023-22-42-0_13s000085-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882525	ERX1368896	ERR1297564	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297564/ERR1297564.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297564/FAT_014-22-2-0_13s000125-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882551	ERX1368897	ERR1297565	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297565/ERR1297565.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297565/FAT_024-22-42-0_13s000044-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882522	ERX1368898	ERR1297566	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297566/ERR1297566.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297566/FAT_012-22-84-0_13s000108-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882531	ERX1368899	ERR1297567	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297567/ERR1297567.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297567/FAT_015-22-42-0_13s000035-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882504	ERX1368900	ERR1297568	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297568/ERR1297568.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297568/FAT_006-22-14-0_13s000131-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882539	ERX1368901	ERR1297569	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297569/ERR1297569.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297569/FAT_020-22-14-0_13s000030-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882508	ERX1368902	ERR1297570	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297570/ERR1297570.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297570/FAT_008-22-0-0_13s000074-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882517	ERX1368903	ERR1297571	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297571/ERR1297571.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297571/FAT_010-22-84-0_13s000053-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882540	ERX1368904	ERR1297572	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297572/ERR1297572.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297572/FAT_020-22-2-0_13s000118-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882553	ERX1368905	ERR1297573	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1297573/ERR1297573.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297573/FAT_DON_11-22-0-4_13s000051-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882528	ERX1368906	ERR1297574	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1297574/ERR1297574.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297574/FAT_015-22-0-0_13s000057-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882506	ERX1368907	ERR1297575	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1297575/ERR1297575.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297575/FAT_006-22-42-0_13s000077-2-1_lane8.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882523	ERX1368908	ERR1297576	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1297576/ERR1297576.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297576/FAT_014-22-0-0_13s000101-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882532	ERX1368909	ERR1297577	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1297577/ERR1297577.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297577/FAT_015-22-84-0_13s000055-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882541	ERX1368910	ERR1297578	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1297578/ERR1297578.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297578/FAT_020-22-42-0_13s000076-2-1_lane7.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882519	ERX1368911	ERR1297579	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1297579/ERR1297579.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297579/FAT_012-22-14-0_13s000063-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882514	ERX1368912	ERR1297580	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1297580/ERR1297580.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297580/FAT_010-22-14-0_13s000119-1-1_lane6.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882550	ERX1368913	ERR1297581	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1297581/ERR1297581.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297581/FAT_024-22-2-0_13s000056-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	
PRJEB12357	SAMEA3882514	ERX1368914	ERR1297582	408170	human gut metagenome	ftp.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1297582/ERR1297582.fastq.gz	ftp.ebi.ac.uk/vol1/run/ERR129/ERR1297582/FAT_010-22-14-0_13s000119-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	
